,TagTog,Text
2257,Sadness,"Regrettes-tu l'oeil de ton maître qu'un méchant homme a arraché, à l'aide de ses misérables compagnons, après m'avoir dompté l'âme par le vin, Personne, qui n'échappera pas, je pense, à la mort ?"
2258,Angry,"Plût aux dieux que tu pusses entendre, parler, et me dire où il se dérobe à ma force ! Aussitôt sa cervelle écrasée coulerait çà et là dans la caverne, et mon coeur se consolerait des maux que m'a faits ce misérable Personne !"
2259,Angry,"Kyklôps, tu n'as pas mangé dans ta caverne creuse, avec une grande violence, les compagnons d'un homme sans courage, et le châtiment devait te frapper, malheureux ! toi qui n'as pas craint de manger tes hôtes dans ta demeure. C'est pourquoi Zeus et les autres dieux t'ont châtié."
2260,Fear,"Malheureux ! pourquoi veux-tu irriter cet homme sauvage ? Déjà, en jetant ce rocher dans la mer, il a ramené notre nef contre terre, où, certes, nous devions périr ; et s'il entend tes paroles ou le son de ta voix, il pourra briser nos têtes et notre nef sous un autre rocher qu'il lancera, tant sa force est grande"
2261,Joy,"Kyklôps, si quelqu'un parmi les hommes mortels t'interroge sur la perte honteuse de ton oeil, dis-lui qu'il a été arraché par le dévastateur de citadelles Odysseus, fils de Laertès, et qui habite dans Ithakè"
2262,Sadness,Ô dieux ! voici que les anciennes prédictions qu'on m'a faites se sont accomplies.
2263,Surprise,"Et il me dit que toutes ces choses s'accompliraient qui me sont arrivées, et que je serais privé de la vue par Odysseus. Et je pensais que ce serait un homme grand et beau qui viendrait ici, revêtu d'une immense force"
2264,Disgust,"Et c'est un homme de rien, petit et sans courage, qui m'a privé de mon oeil après m'avoir dompté avec du vin !"
2265,Angry,"Viens ici, Odysseus, afin que je te fasse les présents de l'hospitalité. Je demanderai à l'illustre qui ébranle la terre de te reconduire. Je suis son fils, et il se glorifie d'être mon père, et il me guérira, s'il le veut, et non quelque autre des dieux immortels ou des hommes mortels"
2266,Angry,"Plût aux dieux que je t'eusse arraché l'âme et la vie, et envoyé dans la demeure d'Aidès aussi sûrement que celui qui ébranle la terre ne guérira point ton oeil"
2267,Angry,"Entends-moi, Poseidaôn aux cheveux bleus, qui contiens la terre ! Si je suis ton fils, et si tu te glorifies d'être mon père, fais que le dévastateur de citadelles, Odysseus, fils de Laertès, et qui habite dans Ithakè, ne retourne jamais dans sa patrie. Mais si sa destinée est de revoir ses amis et de rentrer dans sa demeure bien construite et dans la terre de sa patrie, qu'il n'y parvienne que tardivement, après avoir perdu tous ses compagnons, et sur une nef étrangère, et qu'il souffre encore en arrivant dans sa demeure !"
2268,Angry,"Tèlémakhos, il ne te convient plus d'être timide, maintenant que tu as traversé la mer pour l'amour de ton père, afin de t'informer quelle terre le renferme, et quelle a été sa destinée. Allons ! va droit au dompteur de chevaux Nestôr, et voyons quelle pensée il cache dans sa poitrine."
2269,Fear,"Mentôr, comment l'aborder et comment le saluer ? Je n'ai point l'expérience des sages discours, et un jeune homme a quelque honte d'interroger un vieillard."
2270,Calmness,"Tèlémakhos, tu y songeras dans ton esprit, ou un dieu te l'inspirera, car je ne pense pas que tu sois né et que tu aies été élevé sans la bienveillance des dieux."
2271,Calmness,"Maintenant, ô mon hôte, supplie le roi Poseidaôn. Ce festin auquel vous venez tous deux prendre part est à lui. Après avoir fait des libations et imploré le dieu, comme il convient, donne cette coupe de vin doux à ton compagnon, afin qu'il fasse à son tour des libations. Je pense qu'il supplie aussi les immortels. Tous les hommes ont besoin des dieux. Mais il est plus jeune que toi et semble être de mon âge, c'est pourquoi je te donne d'abord cette coupe d'or."
2272,Joy,"Entends-moi, Poseidaôn qui contient la terre ! Ne nous refuse pas, à nous qui t'en supplions, d'accomplir notre dessein. Glorifie d'abord Nestôr et ses fils, et sois aussi favorable à tous les Pyliens en récompense de cette illustre hécatombe. Fais, enfin, que Tèlémakhos et moi nous retournions, ayant accompli l'oeuvre pour laquelle nous sommes venus sur une nef noire et rapide."
2273,Surprise,"Ô nos hôtes, qui êtes-vous ? Naviguez-vous pour quelque trafic, ou bien, à l'aventure, comme des pirates qui, jouant leur vie, portent le malheur aux étrangers ?"
2274,Sadness,"C'est pour lui que je viens, à tes genoux, te demander de me dire, si tu le veux, quelle a été sa mort cruelle, soit que tu l'aies vue de tes yeux, soit que tu l'aies apprise de quelque voyageur ; car sa mère l'a enfanté pour être très malheureux. Ne me flatte point d'espérances vaines, par compassion ; mais parle-moi ouvertement, je t'en supplie, si jamais mon père, l'excellent Odysseus, soit par ses paroles, soit par ses actions, a tenu les promesses qu'il t'avait faites, chez le peuple des Troiens, où vous, Akhaiens, avez subi tant de maux. Souviens-t'en maintenant, et dis-moi la vérité."
2275,Sadness,"Ô ami, tu me fais souvenir des maux que nous, fils indomptables des Akhaiens, nous avons subis chez le peuple Troien, soit en poursuivant notre proie, sur nos nefs, à travers la mer sombre, et conduits par Akhilleus, soit en combattant autour de la grande ville du roi Priamos, là où tant de guerriers excellents ont été tués. C'est là que gisent le brave Aias, et Akhilleus, et Patroklos semblable aux dieux par la sagesse, et mon fils bien-aimé Antilokhos, robuste et irréprochable, habile à la course et courageux combattant. Et nous avons subi bien d'autres maux, et nul, parmi les hommes mortels, ne pourrait les raconter tous. Et tu pourrais rester ici et m'interroger pendant cinq ou six ans, que tu retournerais, plein de tristesse, dans la terre de la patrie, avant de connaître tous les maux subis par les divins Akhaiens. Et, pendant neuf ans, nous avons assiégé Troiè par mille ruses, et le Kroniôn ne nous donna la victoire qu'avec peine."
2276,Joy,"Mais l'admiration me saisit en te regardant. Tes paroles sont semblables aux siennes, et on ne te croirait pas si jeune, tant tu sais parler comme lui. Là-bas, jamais le divin Odysseus et moi, dans l'agora ou dans le conseil, nous n'avons parlé différemment ; et nous donnions aux Akhaiens les meilleurs avis, ayant le même esprit et la même sagesse."
2277,Calmness,"Enfin, après avoir renversé la haute citadelle de Priamos, nous partîmes sur nos nefs, et un dieu dispersa les Akhaiens. Déjà Zeus, sans doute, préparait, dans son esprit, un triste retour aux Akhaiens ; car tous n'étaient point prudents et justes, et une destinée terrible était réservée à beaucoup d'entre eux, à cause de la colère d'Athènè aux yeux clairs qui a un père effrayant, et qui jeta la discorde entre les deux Atréides. Et ceux-ci avaient convoqué tous les Akhaiens à l'agora, sans raison et contre l'usage, au coucher de Hèlios, et les fils des Akhaiens y vinrent, alourdis par le vin, et les Atréides leur expliquèrent pourquoi ils avaient convoqué le peuple. Alors Ménélaos leur ordonna de songer au retour sur le vaste dos de la mer ; mais cela ne plut point à Agamemnôn, qui voulait retenir le peuple et sacrifier de saintes hécatombes, afin d'apaiser la violente colère d'Athènè. Et l'insensé ne savait pas qu'il ne pourrait l'apaiser, car l'esprit des Dieux éternels ne change point aussi vite. Et tandis que les Atréides, debout, se disputaient avec d'âpres paroles, tous les Akhaiens aux belles knèmides se levèrent, dans une grande clameur, pleins de résolutions contraires."
2278,Sadness,"Un dieu apaisa la mer où vivent les monstres, et, parvenus promptement à Ténédos, nous fîmes des sacrifices aux dieux, désirant revoir nos demeures. Mais Zeus irrité, nous refusant un prompt retour, excita de nouveau une fatale dissension."
2279,Fear,"Pour moi, ayant réuni les nefs qui me suivaient, je pris la fuite, car je savais quels malheurs préparait le dieu. Et le brave fils de Tydeus, excitant ses compagnons, prit aussi la fuite ; et le blond Ménélaos nous rejoignit plus tard à Lesbos, où nous délibérions sur la route à suivre. Irions-nous par le nord de l'âpre Khios, ou vers l'île Psyriè, en la laissant à notre gauche, ou par le sud de Khios, vers Mimas battue des vents ? Ayant supplié Zeus de nous montrer un signe, il nous le montra et nous ordonna de traverser le milieu de la mer d'Euboia, afin d'éviter notre perte. Et un vent sonore commença de souffler ; et nos nefs, ayant parcouru rapidement les chemins poissonneux, arrivèrent dans la nuit à Géraistos ; et là, après avoir traversé la grande mer, nous brûlâmes pour Poseidaôn de nombreuses cuisses de taureaux."
2280,Calmness,"Le quatrième jour, les nefs égales et les compagnons du dompteur de chevaux Tydéide Diomèdès s'arrêtèrent dans Argos, mais je continuai ma route vers Pylos, et le vent ne cessa pas depuis qu'un dieu lui avait permis de souffler. C'est ainsi que je suis arrivé, cher fils, ne sachant point quels sont ceux d'entre les Akhaiens qui se sont sauvés ou qui ont péri. Mais ce que j'ai appris, tranquille dans mes demeures, il est juste que tu en sois instruit, et je ne te le cacherai point. On dit que l'illustre fils du magnanime Akhilleus a ramené en sûreté les Myrmidones habiles à manier la lance. Philoktètès, l'illustre fils de Paian, a aussi ramené les siens, et Idoméneus a reconduit dans la Krètè ceux de ses compagnons qui ont échappé à la guerre, et la mer ne lui en a ravi aucun."
2281,Angry,Et Orestès a tiré vengeance d'Aigisthos qui avait tué son illustre père.
2282,Joy,"Et toi, ami, que je vois si beau et si grand, sois brave, afin qu'on parle bien de toi parmi les hommes futurs"
2283,Joy,"Ô Nestôr Nèlèiade, grande gloire des Akhaiens, certes, Orestès a tiré une juste vengeance, et tous les Akhaiens l'en glorifient, et les hommes futurs l'en glorifieront"
2284,Angry,Plût aux dieux que j'eusse la force de faire expier aux prétendants les maux qu'ils me font et l'opprobre dont ils me couvrent
2285,Sadness,"Mais les dieux ne nous ont point destinés à être honorés, mon père et moi, et, maintenant, il me faut tout subir avec patience."
2286,Surprise,"Ô ami, ce que tu me dis m'a été rapporté, que de nombreux prétendants, à cause de ta mère, t'opprimaient dans ta demeure."
2287,Angry,"Mais, dis-moi, souffres-tu ces maux sans résistance, ou bien les peuples, obéissant à l'oracle d'un dieu, t'ont-ils pris en haine ! Qui sait si Odysseus ne châtiera pas un jour leur iniquité violente, seul, ou aidé de tous les Akhaiens ? Qu'Athènè aux yeux clairs puisse t'aimer autant qu'elle aimait le glorieux Odysseus, chez le peuple des Troiens, où, nous, Akhaiens, nous avons subi tant de maux ! Non, je n'ai jamais vu les Dieux aimer aussi manifestement un homme que Pallas Athènè aimait Odysseus. Si elle voulait t'aimer ainsi et te protéger, chacun des prétendants oublierait bientôt ses désirs de noces !"
2288,Sadness,"Ô vieillard, je ne pense pas que ceci arrive jamais. Les grandes choses que tu prévois me troublent et me jettent dans la stupeur. Elles tromperaient mes espérances, même si les dieux le voulaient."
2289,Angry,"Tèlémakhos, quelle parole s'est échappée d'entre tes dents ! Un dieu peut aisément sauver un homme, même de loin. J'aimerais mieux, après avoir subi de nombreuses douleurs, revoir le jour du retour et revenir dans ma demeure, plutôt que de périr à mon arrivée, comme Agamemnôn par la perfidie d'Aigisthos et de Klytaimnestrè. Cependant, les dieux eux-mêmes ne peuvent éloigner de l'homme qu'ils aiment la mort commune à tous, quand la Moire fatale de la rude mort doit les saisir."
2290,Sadness,"Mentôr, n'en parlons pas plus longtemps, malgré notre tristesse. Odysseus ne reviendra jamais, et déjà les dieux immortels lui ont infligé la mort et la noire kèr."
2291,Disgust,"Quelle mort lui préparait le perfide Aigisthos ? Certes, il a tué un homme qui lui était bien supérieur."
2292,Calmness,"Certes, mon enfant, je te dirai la vérité sur ces choses, et tu les sauras, telles qu'elles sont arrivées."
2293,Disgust,"Si le blond Ménélaos Atréide, à son retour de Troiè, avait trouvé, dans ses demeures, Aigisthos vivant, sans doute celui-ci eût péri, et n'eût point été enseveli, et les chiens et les oiseaux carnassiers l'eussent mangé, gisant dans la plaine, loin d'Argos ; et aucune Akhaienne ne l'eût pleuré, car il avait commis un grand crime. En effet, tandis que nous subissions devant Ilios des combats sans nombre, lui, tranquille en une retraite, dans Argos nourrice de chevaux, séduisait par ses paroles l'épouse Agamemnonienne. Et certes, la divine Klytaimnestrè repoussa d'abord cette action indigne, car elle obéissait à ses bonnes pensées ; et auprès d'elle était un Aoide à qui l'Atréide, en partant pour Troiè, avait confié la garde de l'Épouse."
2294,Angry,"Mais quand la moire des dieux eut décidé que l'Aoide mourrait, on jeta celui-ci dans une île déserte et on l'y abandonna pour être déchiré par les oiseaux carnassiers"
2295,Sadness,"Et Ménélaos, bien que pressé de continuer sa course, s'arrêta en ce lieu pour ensevelir son compagnon et célébrer ses funérailles."
