,Part,Text,Senticnet,PyFeel
4614,e_25,"– Étranger, je t'interrogerai encore quelques instants ; car l'heure du sommeil est douce, et le sommeil lui-même est doux pour le malheureux. Pour moi, un dieu m'a envoyé une grande affliction. Le jour, du moins, je surveille en pleurant les travaux des servantes de cette maison et je charme ainsi ma douleur ; mais quand la nuit vient et quand le sommeil saisit tous les hommes, je me couche sur mon lit, et, autour de mon coeur impénétrable, les pensées amères irritent mes peines. Ainsi que la fille de Pandaros, la verte Aèdôn, chante, au retour du printemps, sous les feuilles épaisses des arbres, d'où elle répand sa voix sonore, pleurant son cher fils Itylos qu'engendra le roi Zéthoios, et qu'elle tua autrefois, dans sa démence, avec l'airain ; ainsi mon âme est agitée çà et là, hésitant si je dois rester auprès de mon fils, garder avec soin mes richesses, mes servantes et ma haute demeure, et respecter le lit de mon mari et la voix du peuple, ou si je dois me marier, parmi les Akhaiens qui me recherchent dans mes demeures, à celui qui est le plus noble et qui m'offrira le plus de présents. Tant que mon fils est resté enfant et sans raison, je n'ai pu ni me marier, ni abandonner la demeure de mon mari ; mais voici qu'il est grand et parvenu à la puberté, et il me supplie de quitter ces demeures, irrité qu'il est à cause de ses biens que dévorent les Akhaiens. Mais écoute, et interprète moi ce songe. Vingt oies, sortant de l'eau, mangent du blé dans ma demeure, et je les regarde, joyeuse. Et voici qu'un grand aigle au bec recourbé, descendu d'une haute montagne, tombe sur leurs cous et les tue. Et elles restent toutes amassées dans les demeures, tandis que l'aigle s'élève dans l'aithèr divin. Et je pleure et je gémis dans mon songe : et les Akhaiennes aux beaux cheveux se réunissent autour de moi qui gémis amèrement parce que l'aigle a tué mes oies. Mais voici qu'il redescend sur le faîte de la demeure, et il me dit avec une voix d'homme :",grief,positivity
4615,Calmness,"l'heure du sommeil est douce, et le sommeil lui-même est doux pour le malheureux.",grief,positivity
4616,Sadness,"Pour moi, un dieu m'a envoyé une grande affliction.",ecstasy,fear
4617,Sadness,"e jour, du moins, je surveille en pleurant les travaux des servantes de cette maison et je charme ainsi ma douleur ;",melancholy,positivity
4618,Angry,"mais quand la nuit vient et quand le sommeil saisit tous les hommes, je me couche sur mon lit, et, autour de mon coeur impénétrable, les pensées amères irritent mes peines.",grief,positivity
4619,Angry,"il me supplie de quitter ces demeures, irrité qu'il est à cause de ses biens que dévorent les Akhaiens.",grief,fear
4620,e_14,un grand aigle au bec recourbé,bliss,positivity
4621,e_25,"– Rassure-toi, fille de l'illustre Ikarios ; ceci n'est point un songe, mais une chose heureuse qui s'accomplira. Les oies sont les prétendants, et moi, qui semble un aigle, je suis ton mari qui suis revenu pour infliger une mort honteuse à tous les prétendants. Il parle ainsi, et le sommeil me quitte, et, les cherchant des yeux, je vois mes oies qui mangent le blé dans le bassin comme auparavant.",grief,positivity
4622,Calmness,"Rassure-toi, fille de l'illustre Ikarios ; ceci n'est point un songe, mais une chose heureuse qui s'accomplira.",ecstasy,positivity
4623,e_25,"– Ô femme, personne ne pourrait expliquer ce songe autrement ; et certes, Odysseus lui-même t'a dit comment il s'accomplira. La perte des prétendants est manifeste, et aucun d'entre eux n'évitera les kères et la mort.",terror,positivity
4624,e_25,"– Étranger, certes, les songes sont difficiles à expliquer, et tous ne s'accomplissent point pour les hommes. Les songes sortent par deux portes, l'une de corne et l'autre d'ivoire. Ceux qui sortent de l'ivoire bien travaillé trompent par de vaines paroles qui ne s'accomplissent pas ; mais ceux qui sortent par la porte de corne polie disent la vérité aux hommes qui les voient. Je ne pense pas que celui-ci sorte de là et soit heureux pour moi et mon fils. Voici venir le jour honteux qui m'emmènera de la demeure d'Odysseus, car je vais proposer une épreuve. Odysseus avait dans ses demeures des haches qu'il rangeait en ordre comme des mâts de nefs, et, debout, il les traversait de loin d'une flèche. Je vais proposer cette épreuve aux prétendants. Celui qui, de ses mains, tendra le plus facilement l'arc et qui lancera une flèche à travers les douze anneaux des haches, celui-là je le suivrai loin de cette demeure si belle, qui a vu ma jeunesse, qui est pleine d'abondance, et dont je me souviendrai, je pense, même dans mes songes !",grief,positivity
4625,Calmness,"Étranger, certes, les songes sont difficiles à expliquer, et tous ne s'accomplissent point pour les hommes. Les songes sortent par deux portes, l'une de corne et l'autre d'ivoire. Ceux qui sortent de l'ivoire bien travaillé trompent par de vaines paroles qui ne s'accomplissent pas ; mais ceux qui sortent par la porte de corne polie disent la vérité aux hommes qui les voient.",grief,positivity
4626,e_25,"– Ô femme vénérable du Laertiade Odysseus, ne retarde pas davantage cette épreuve dans tes demeures. Le prudent Odysseus reviendra avant qu'ils aient tendu le nerf, tiré l'arc poli et envoyé la flèche à travers le fer.",grief,positivity
4627,Calmness,"Le prudent Odysseus reviendra avant qu'ils aient tendu le nerf, tiré l'arc poli et envoyé la flèche à travers le fer",grief,positivity
4628,e_25,"– Si tu voulais, étranger, assis à côté de moi, me charmer dans mes demeures, le sommeil ne se répandrait pas sur mes paupières ; mais les hommes ne peuvent rester sans sommeil, et les immortels, sur la terre féconde, ont fait la part de toute chose aux mortels. Certes, je remonterai donc dans la haute chambre, et je me coucherai sur mon lit plein d'affliction et arrosé de mes larmes depuis le jour où Odysseus est parti pour cette Ilios fatale qu'on ne devrait plus nommer. Je me coucherai là ; et toi, couche dans cette salle, sur la terre ou sur le lit qu'on te fera.",terror,positivity
4629,Sadness,je me coucherai sur mon lit plein d'affliction et arrosé de mes larmes depuis le jour où Odysseus est parti pour cette Ilios fatale qu'on ne devrait plus nommer.,ecstasy,positivity
4630,e_14,Odysseus,,positivity
4631,e_25,"Voici que cette épreuve tout entière est accomplie. Maintenant, je viserai un autre but qu'aucun homme n'a jamais touché. Qu'Apollôn me donne la gloire de l'atteindre !",ecstasy,positivity
4632,Angry,"Voici que cette épreuve tout entière est accomplie. Maintenant, je viserai un autre but qu'aucun homme n'a jamais touché. Qu'Apollôn me donne la gloire de l'atteindre !",ecstasy,positivity
4633,e_14,Les prétendants,,positivity
4634,e_25,"Étranger, tu envoies traîtreusement tes flèches contre les hommes ! Tu ne tenteras pas d'autres épreuves, car voici que ta destinée terrible va s'accomplir. Tu viens de tuer le plus illustre des jeunes hommes d'Ithakè, et les vautours te mangeront ici !",grief,fear
4635,Angry,"Étranger, tu envoies traîtreusement tes flèches contre les hommes ! Tu ne tenteras pas d'autres épreuves, car voici que ta destinée terrible va s'accomplir. Tu viens de tuer le plus illustre des jeunes hommes d'Ithakè, et les vautours te mangeront ici !",grief,fear
4636,e_14,Odysseus,,positivity
4637,e_25,"Chiens ! vous ne pensiez pas que je reviendrais jamais du pays des Troiens dans ma demeure. Et vous dévoriez ma maison, et vous couchiez de force avec mes servantes, et, moi vivant, vous recherchiez ma femme, ne redoutant ni les dieux qui habitent le large Ouranos, ni le blâme des hommes qui viendront ! Maintenant, les kères de la mort vont vous saisir tous !",grief,positivity
4638,Angry,"Chiens ! vous ne pensiez pas que je reviendrais jamais du pays des Troiens dans ma demeure. Et vous dévoriez ma maison, et vous couchiez de force avec mes servantes, et, moi vivant, vous recherchiez ma femme, ne redoutant ni les dieux qui habitent le large Ouranos, ni le blâme des hommes qui viendront ! Maintenant, les kères de la mort vont vous saisir tous !",grief,positivity
4639,e_14,Eurymakhos,,positivity
4640,e_25,"S'il est vrai que tu sois Odysseus l'Ithakèsien revenu ici, tu as bien parlé en disant que les Akhaiens ont commis des actions iniques dans tes demeures et dans tes champs. Mais le voici gisant celui qui a été cause de tout. C'est Antinoos qui a été cause de tout, non parce qu'il désirait ses noces, mais ayant d'autres desseins que le Kroniôn ne lui a point permis d'accomplir. Il voulait régner sur le peuple d'Ithakè bien bâtie et tendait des embûches à ton fils pour le tuer. Maintenant qu'il a été tué justement, aie pitié de tes concitoyens. Bientôt nous t'apaiserons devant le peuple. Nous te payerons tout ce que nous avons bu et mangé dans tes demeures. Chacun de nous t'amènera vingt boeufs, de l'airain et de l'or, jusqu'à ce que ton âme soit satisfaite. Mais avant que cela soit fait, ta colère est juste.",ecstasy,positivity
4641,Surprise,"S'il est vrai que tu sois Odysseus l'Ithakèsien revenu ici, tu as bien parlé en disant que les Akhaiens ont commis des actions iniques dans tes demeures et dans tes champs",ecstasy,positivity
4642,Disgust,"Mais le voici gisant celui qui a été cause de tout. C'est Antinoos qui a été cause de tout, non parce qu'il désirait ses noces, mais ayant d'autres desseins que le Kroniôn ne lui a point permis d'accomplir. Il voulait régner sur le peuple d'Ithakè bien bâtie et tendait des embûches à ton fils pour le tuer",ecstasy,positivity
4643,Fear,"Maintenant qu'il a été tué justement, aie pitié de tes concitoyens. Bientôt nous t'apaiserons devant le peuple. Nous te payerons tout ce que nous avons bu et mangé dans tes demeures. Chacun de nous t'amènera vingt boeufs, de l'airain et de l'or, jusqu'à ce que ton âme soit satisfaite. Mais avant que cela soit fait, ta colère est juste",ecstasy,positivity
4644,e_14,Odysseus,,positivity
4645,e_25,"Eurymakhos, même si vous m'apportiez tous vos biens paternels et tout ce que vous possédez maintenant, mes mains ne s'abstiendraient pas du carnage avant d'avoir châtié l'insolence de tous les prétendants. Choisissez, ou de me combattre, ou de fuir, si vous le pouvez, la kèr et la mort. Mais je ne pense pas qu'aucun de vous échappe à la noire destinée.",grief,fear
4646,Angry,"Eurymakhos, même si vous m'apportiez tous vos biens paternels et tout ce que vous possédez maintenant, mes mains ne s'abstiendraient pas du carnage avant d'avoir châtié l'insolence de tous les prétendants. Choisissez, ou de me combattre, ou de fuir, si vous le pouvez, la kèr et la mort. Mais je ne pense pas qu'aucun de vous échappe à la noire destinée",grief,fear
4647,e_14,Eurymakhos,,positivity
4648,e_25,"Ô amis, cet homme ne retiendra pas ses mains inévitables, ayant saisi l'arc poli et le carquois, et tirant ses flèches du seuil de la salle, jusqu'à ce qu'il nous ait tués tous. Souvenons-nous donc de combattre ; tirez vos épées, opposez les tables aux flèches rapides, jetons-nous tous sur lui, et nous le chasserons du seuil et des portes, et nous irons par la ville, soulevant un grand tumulte, et, bientôt, cet homme aura tiré sa dernière flèche.",grief,positivity
4649,Fear,"Ô amis, cet homme ne retiendra pas ses mains inévitables, ayant saisi l'arc poli et le carquois, et tirant ses flèches du seuil de la salle, jusqu'à ce qu'il nous ait tués tous",grief,positivity
4650,Angry,"Souvenons-nous donc de combattre ; tirez vos épées, opposez les tables aux flèches rapides, jetons-nous tous sur lui, et nous le chasserons du seuil et des portes, et nous irons par la ville, soulevant un grand tumulte, et, bientôt, cet homme aura tiré sa dernière flèche",grief,positivity
4651,e_14,Tèlémakhos,,positivity
4652,e_25,"Ô père, je vais t'apporter un bouclier et deux lances et un casque d'airain adapté à tes tempes. Moi-même je m'armerai, ainsi que le porcher et le bouvier, car il vaut mieux nous armer.",melancholy,positivity
4653,Fear,"Ô père, je vais t'apporter un bouclier et deux lances et un casque d'airain adapté à tes tempes. Moi-même je m'armerai, ainsi que le porcher et le bouvier, car il vaut mieux nous armer",melancholy,positivity
4654,e_14,Odysseus,,positivity
4655,e_25,"Apporte-les en courant ; tant que j'aurai des flèches pour combattre, ils ne m'éloigneront pas des portes, bien que je sois seul.",rage,positivity
4656,Calmness,"Apporte-les en courant ; tant que j'aurai des flèches pour combattre, ils ne m'éloigneront pas des portes, bien que je sois seul",grief,positivity
4657,e_14,Agélaos,,positivity
4658,e_25,"Ô amis, quelqu'un ne pourrait-il pas monter à cette porte, afin de parler au peuple et d'exciter un grand tumulte ? Cet homme aurait bientôt lancé son dernier trait.",ecstasy,positivity
4659,Fear,"Ô amis, quelqu'un ne pourrait-il pas monter à cette porte, afin de parler au peuple et d'exciter un grand tumulte ?",ecstasy,positivity
4660,e_14,Mélanthios,,positivity
4661,e_25,"Cela ne se peut, divin Agélaos. L'entrée de la belle porte de la cour est étroite et difficile à passer, et un seul homme vigoureux nous arrêterait tous. Mais je vais vous apporter des armes de la chambre haute ; c'est là, je pense, et non ailleurs, qu'Odysseus et son illustre fils les ont déposées.",terror,positivity
4662,Fear,"Cela ne se peut, divin Agélaos. L'entrée de la belle porte de la cour est étroite et difficile à passer, et un seul homme vigoureux nous arrêterait tous",terror,positivity
4663,Calmness,"Mais je vais vous apporter des armes de la chambre haute ; c'est là, je pense, et non ailleurs, qu'Odysseus et son illustre fils les ont déposées",grief,positivity
4664,e_14,Odysseus,,positivity
4665,e_25,"Tèlémakhos, voici qu'une des femmes de la maison, ou Mélanthios, nous expose à un danger terrible.",terror,fear
4666,Fear,"Tèlémakhos, voici qu'une des femmes de la maison, ou Mélanthios, nous expose à un danger terrible",terror,fear
4667,e_14,Tèlémakhos,,positivity
4668,e_25,"Ô père, c'est moi qui ai failli, et aucun autre n'est cause de ceci, car j'ai laissé ouverte la porte solide de la chambre haute, et la sentinelle des prétendants a été plus vigilante que moi. Va, divin Eumaios, ferme la porte de la chambre haute, et vois si c'est une des femmes qui a fait cela, ou Mélanthios, fils de Dolios, comme je le pense.",terror,positivity
